Kategori;Tindak Lanjut/Arahan;Rekomendasi ;PIC;Status ;Rapat ;Tanggal Rapat;Due Date;Durasi-Tgl Rapat;Durasi-DueDate;Email Due Reminder;Keterangan ; ; ; ; ; ; ; ; ; ; ; ; ; 
;"Program Strategis New Product B2C:
Eksplorasi kerja sama dengan perusahaan oto bus lainnya (contoh: Lorena)
3. Strategi awal: menjual aset/layanan yang sudah dimiliki (contoh: menjual Syntra ke DLH, ke Paljaya, dan peluang lainnya).
4. Lakukan segmentasi terhadap pasar baru yang belum tergarap
5. Mainkan data profiling yang lebih personal dengan menampilkan iklan yang relevan terhadap profil pengguna (contoh: tampilkan iklan lokasi rumah/apartemen untuk pelanggan yang baru menikah, tampilkan iklan lokasi sekolah untuk pelanggan yang baru memiliki anak, dll.). Strategi ini bertujuan menjadikan layanan TJ sebagai bagian dari gaya hidup (lifestyle) masyarakat.";;Divisi Penjualan;Closed;BOD;12-Sep-25;03-Oct-25;249;228;;;;;;;;;;;;;;;
;Cek kerja sama dengan UIA dan cek dengan SPI;;Divisi Penjualan;Closed;BOD;12-Sep-25;03-Oct-25;249;228;;;;;;;;;;;;;;;
;"Program Strategis Syntra:
1. BRD merupakan dokumen acuan pengembangan sehingga apabila terdapat perubahan, harus dilakukan update ke DU terlebih dahulu. 
2. Perubahan harus dikontrol dan diminimalisir
3. Jadwalkan weekly meeting stirring committee
4. Lakukan pengembangan secara end-to-end dan lakukan uji coba awal di 1 koridor";;Divisi Sistem Teknologi dan Informasi;Closed;BOD;12-Sep-25;10-Oct-25;249;221;;;;;;;;;;;;;;;
;"Terkait dengan update Peremajaan dan Penambahan Unit Operator Mikrotrans dan Bus Sedang, serta Pembelian Ulang TSW:
1. Arah keputusan cenderung mengacu pada opsi 2 sebagai pilihan strategi.
2. Kirimkan surat lagi ke Dishub terkait hal ini, dengan rincian berikut:
a) Mengacu pada surat tahun 2023 yang menyatakan bahwa pemakaian berakhir di Desember 2025
b) Cantumkan terkait dengan Pergub yang menyatakan usia kendaraan 10 tahun
c) Sampaikan bahwa kondisi saat ini, izin uji coba baru dikeluarkan tanggal 12 Septermber 2025 sehingga tidak memungkinkan penggunaan bus listrik per 1 Januari 2026
d) Sampaikan bahwa TJ memutuskan untuk menjalankan pembelian ulang 333 unit
e) Kaji apakah bentuk surat akan berupa permohonan persetujuan atau hanya pemberitahuan informasi";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;12-Sep-25;19-Sep-25;249;242;;;;;;;;;;;;;;;
;"Terkait dengan update Peremajaan dan Penambahan Unit Operator Mikrotrans dan Bus Sedang, serta Pembelian Ulang TSW:
1. Arah keputusan cenderung mengacu pada opsi 2 sebagai pilihan strategi.
2. Kirimkan surat lagi ke Dishub terkait hal ini, dengan rincian berikut:
a) Mengacu pada surat tahun 2023 yang menyatakan bahwa pemakaian berakhir di Desember 2025
b) Cantumkan terkait dengan Pergub yang menyatakan usia kendaraan 10 tahun
c) Sampaikan bahwa kondisi saat ini, izin uji coba baru dikeluarkan tanggal 12 Septermber 2025 sehingga tidak memungkinkan penggunaan bus listrik per 1 Januari 2026
d) Sampaikan bahwa TJ memutuskan untuk menjalankan pembelian ulang 333 unit
e) Kaji apakah bentuk surat akan berupa permohonan persetujuan atau hanya pemberitahuan informasi";;Divisi Teknik Sarana;Closed;BOD;12-Sep-25;19-Sep-25;249;242;;;;;;;;;;;;;;;
;Tindaklanjut TSW terkait dana maintenance dan waktu kontrak TSW yang sudah mau berakhir;;Divisi Swakelola;Closed;BOD;12-Sep-25;19-Sep-25;249;242;;;;;;;;;;;;;;;
;Lakukan segera belanja pengadaan spare part truck derek - MAN sebesar 21juta menggunakan UMD;;Divisi Swakelola;Closed;BOD;12-Sep-25;19-Sep-25;249;242;;;;;;;;;;;;;;;
;Lakukan segera belanja pengadaan spare part truck derek - MAN sebesar 21juta menggunakan UMD;;Divisi Umum dan Pengadaan;Closed;BOD;12-Sep-25;19-Sep-25;249;242;;;;;;;;;;;;;;;
;"RKA-P 2025:
1. Apabila ada pemotongan anggaran, narasi yang digunakan harus bersifat teknis dan tidak menimbulkan perdebatan dengan SKPD.
2. Target boleh di-adjust turun, namun parameter yang menjadi perhatian manajemen harus tetap dijaga dengan narasi yang jelas.
3. Tekankan bahwa kenaikan profit margin akan merujuk pada audited 2024.
4. Penambahan unit baru menunggu kepastian dalam RKA 2026.
5. Dokumen agar segera diselesaikan untuk dikirimkan ke Dewan Komisaris.

RKA 2026:
Harap segera diselesaikan agar dapat segera diturunkan ke bidang-bidang pada 15 September 2025 dan segera dikirimkan ke Dewan Komisaris.";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;12-Sep-25;15-Sep-25;249;246;;;;;;;;;;;;;;;
;"RKA-P 2025:
1. Apabila ada pemotongan anggaran, narasi yang digunakan harus bersifat teknis dan tidak menimbulkan perdebatan dengan SKPD.
2. Target boleh di-adjust turun, namun parameter yang menjadi perhatian manajemen harus tetap dijaga dengan narasi yang jelas.
3. Tekankan bahwa kenaikan profit margin akan merujuk pada audited 2024.
4. Penambahan unit baru menunggu kepastian dalam RKA 2026.
5. Dokumen agar segera diselesaikan untuk dikirimkan ke Dewan Komisaris.

RKA 2026:
Harap segera diselesaikan agar dapat segera diturunkan ke bidang-bidang pada 15 September 2025 dan segera dikirimkan ke Dewan Komisaris.";;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;12-Sep-25;15-Sep-25;249;246;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Siapkan perhitungan sederhana untuk mencapai BEP/titik 0
2. Siapkan proyeksi cashflow dan feasibility study untuk analisis pasar yang layak dan segmen pasar baru, dengan tujuan minimal tidak rugi
3. Pastikan biaya insidentil tidak masuk dalam running cost";;Divisi Penjualan;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;sudah disampaikan pada BOD meeting;;;;;;;;;;;;;
;Program Strategis Pengembangan Royaltrans: Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun;;Divisi Penjualan;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;"- trial kenaikan tarif 1 des
- restrcuture cost:
> parkir pengendapan by swakelola (pik done, gbk baru bersurat)
> evaluasi pramudi masih di sdm";;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun
2. Pastikan strategi peningkatan tarif harus diikuti dengan peningkatan value yang layak. Lakukan eksplorasi yang kreatif
3. Siapkan perhitungan sederhana untuk mencapai BEP/titik 0
4. Siapkan proyeksi cashflow dan feasibility study untuk analisis pasar yang layak dan segmen pasar baru, dengan tujuan minimal tidak rugi
5. Pastikan biaya insidentil tidak masuk dalam running cost";;Divisi Pemasaran;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun
2. Merespon terhadap isu empty kilometer yang terlalu banyak, carikan lokasi parkir/perhentian bus yang strategis untuk siang hari ketika tidak beroperasi (salah satunya di Koridor 13)";;Divisi Swakelola;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun
2. Pastikan strategi peningkatan tarif harus diikuti dengan peningkatan value yang layak. Lakukan eksplorasi yang kreatif
3. Siapkan perhitungan sederhana untuk mencapai BEP/titik 0
4. Siapkan proyeksi cashflow dan feasibility study untuk analisis pasar yang layak dan segmen pasar baru, dengan tujuan minimal tidak rugi
5. Pastikan biaya insidentil tidak masuk dalam running cost
6. Merespon terhadap isu empty kilometer yang terlalu banyak, carikan lokasi parkir/perhentian bus yang strategis untuk siang hari ketika tidak beroperasi (salah satunya di Koridor 13)
7. Pramudi bus reguler dan bus Royaltrans idealnya dipisahkan. Sampaikan di awal rekrutmen bahwa sebagai pramudi Royaltrans hanya akan bekerja selama 4 jam dengan gaji sesuai UMP dan tidak mendapat TKO";;Divisi Integrasi Angkutan;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun
2. Pastikan strategi peningkatan tarif harus diikuti dengan peningkatan value yang layak. Lakukan eksplorasi yang kreatif
3. Siapkan perhitungan sederhana untuk mencapai BEP/titik 0
4. Siapkan proyeksi cashflow dan feasibility study untuk analisis pasar yang layak dan segmen pasar baru, dengan tujuan minimal tidak rugi
5. Pastikan biaya insidentil tidak masuk dalam running cost
6. Merespon terhadap isu empty kilometer yang terlalu banyak, carikan lokasi parkir/perhentian bus yang strategis untuk siang hari ketika tidak beroperasi (salah satunya di Koridor 13)
7. Pramudi bus reguler dan bus Royaltrans idealnya dipisahkan. Sampaikan di awal rekrutmen bahwa sebagai pramudi Royaltrans hanya akan bekerja selama 4 jam dengan gaji sesuai UMP dan tidak mendapat TKO";;Divisi Operasional Bus;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun
2. Pastikan strategi peningkatan tarif harus diikuti dengan peningkatan value yang layak. Lakukan eksplorasi yang kreatif
3. Siapkan perhitungan sederhana untuk mencapai BEP/titik 0
4. Siapkan proyeksi cashflow dan feasibility study untuk analisis pasar yang layak dan segmen pasar baru, dengan tujuan minimal tidak rugi
5. Pastikan biaya insidentil tidak masuk dalam running cost
6. Merespon terhadap isu empty kilometer yang terlalu banyak, carikan lokasi parkir/perhentian bus yang strategis untuk siang hari ketika tidak beroperasi (salah satunya di Koridor 13)
7. Pramudi bus reguler dan bus Royaltrans idealnya dipisahkan. Sampaikan di awal rekrutmen bahwa sebagai pramudi Royaltrans hanya akan bekerja selama 4 jam dengan gaji sesuai UMP dan tidak mendapat TKO";;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans
1. Jalankan semua strategi yang berkaitan dengan peningkatan revenue yang telah disusun
2. Pastikan strategi peningkatan tarif harus diikuti dengan peningkatan value yang layak. Lakukan eksplorasi yang kreatif
3. Siapkan perhitungan sederhana untuk mencapai BEP/titik 0
4. Siapkan proyeksi cashflow dan feasibility study untuk analisis pasar yang layak dan segmen pasar baru, dengan tujuan minimal tidak rugi
5. Pastikan biaya insidentil tidak masuk dalam running cost
6. Merespon terhadap isu empty kilometer yang terlalu banyak, carikan lokasi parkir/perhentian bus yang strategis untuk siang hari ketika tidak beroperasi (salah satunya di Koridor 13)
7. Pramudi bus reguler dan bus Royaltrans idealnya dipisahkan. Sampaikan di awal rekrutmen bahwa sebagai pramudi Royaltrans hanya akan bekerja selama 4 jam dengan gaji sesuai UMP dan tidak mendapat TKO";;Divisi Pelayanan;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Evaluasi proses bisnis pramudi Royaltrans (jam kerja dan remunerasi)";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Struktur Organisasi Kewilayahan:
1. Target pelaksanaan pilot project harus dimulai pada Senin 22 September 2025
2. Petugas perlu dilatih untuk melihat dan bekerja dari sudut pandang pelanggan
3. Pengisian posisi korwil dipercepat dengan memanfaatkan resource internal";;Divisi Sumber Daya Manusia;Closed;BOD;17-Sep-25;22-Sep-25;244;239;;;;;;;;;;;;;;;
;"Program Strategis Struktur Organisasi Kewilayahan:
1. Target pelaksanaan pilot project harus dimulai pada Senin 22 September 2025
2. Petugas perlu dilatih untuk melihat dan bekerja dari sudut pandang pelanggan
3. Pengisian posisi korwil dipercepat dengan memanfaatkan resource internal";;Divisi Pelayanan;Closed;BOD;17-Sep-25;22-Sep-25;244;239;;;;;;;;;;;;;;;
;"Program Strategis Struktur Organisasi Kewilayahan:
1. Target pelaksanaan pilot project harus dimulai pada Senin 22 September 2025
2. Petugas perlu dilatih untuk melihat dan bekerja dari sudut pandang pelanggan
3. Pengisian posisi korwil dipercepat dengan memanfaatkan resource internal";;Divisi Sistem Teknologi dan Informasi;Closed;BOD;17-Sep-25;22-Sep-25;244;239;;;;;;;;;;;;;;;
;"Program Strategis Struktur Organisasi Kewilayahan:
1. Target pelaksanaan pilot project harus dimulai pada Senin 22 September 2025
2. Petugas perlu dilatih untuk melihat dan bekerja dari sudut pandang pelanggan
3. Pengisian posisi korwil dipercepat dengan memanfaatkan resource internal";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;17-Sep-25;22-Sep-25;244;239;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Hub Sentral Cawang:
1. Perizinan:
a) Sekper mintakan notulen Rapimtas Cawang untuk dijadikan sebagai pengganti dokumen syarat administrasi yang tidak ada
b) Prasarana siapkan pointers apa saja yang perlu didorong oleh DU ke instansi terkait (DCKTRP, DPMPTSP, dll.)
c) Siapkan tenaga ahli yang bisa mendampingi alur perizinan. Kalau memungkinkan tambahan orang dari Jakkon, masukkan ke ruang lingkup pekerjaannya
2. Masterplan:
a) Modifikasi atau lakukan penyesuaian terhadap kelebihan 1% KDB supaya bisa dihindari
b) Usulan pengembangan sisi Barat (DO): Jika pengembangan bisnis terbatas, dapat diusulkan untuk pembangunan Halte Non BRT seperti Polypaint
3. Persiapkan untuk update ke Gubernur jika masterplan dan potensi bisnis/kajian investasi sudah disusun";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Hub Sentral Cawang:
1. Perizinan:
a) Sekper mintakan notulen Rapimtas Cawang untuk dijadikan sebagai pengganti dokumen syarat administrasi yang tidak ada
b) Prasarana siapkan pointers apa saja yang perlu didorong oleh DU ke instansi terkait (DCKTRP, DPMPTSP, dll.)
c) Siapkan tenaga ahli yang bisa mendampingi alur perizinan. Kalau memungkinkan tambahan orang dari Jakkon, masukkan ke ruang lingkup pekerjaannya
2. Masterplan:
a) Modifikasi atau lakukan penyesuaian terhadap kelebihan 1% KDB supaya bisa dihindari
b) Usulan pengembangan sisi Barat (DO): Jika pengembangan bisnis terbatas, dapat diusulkan untuk pembangunan Halte Non BRT seperti Polypaint
3. Persiapkan untuk update ke Gubernur jika masterplan dan potensi bisnis/kajian investasi sudah disusun";;Divisi Pemasaran;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Hub Sentral Cawang:
1. Perizinan:
a) Sekper mintakan notulen Rapimtas Cawang untuk dijadikan sebagai pengganti dokumen syarat administrasi yang tidak ada
b) Prasarana siapkan pointers apa saja yang perlu didorong oleh DU ke instansi terkait (DCKTRP, DPMPTSP, dll.)
c) Siapkan tenaga ahli yang bisa mendampingi alur perizinan. Kalau memungkinkan tambahan orang dari Jakkon, masukkan ke ruang lingkup pekerjaannya
2. Masterplan:
a) Modifikasi atau lakukan penyesuaian terhadap kelebihan 1% KDB supaya bisa dihindari
b) Usulan pengembangan sisi Barat (DO): Jika pengembangan bisnis terbatas, dapat diusulkan untuk pembangunan Halte Non BRT seperti Polypaint
3. Persiapkan untuk update ke Gubernur jika masterplan dan potensi bisnis/kajian investasi sudah disusun";;Divisi Integrasi Angkutan;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Hub Sentral Cawang:
1. Perizinan:
a) Sekper mintakan notulen Rapimtas Cawang untuk dijadikan sebagai pengganti dokumen syarat administrasi yang tidak ada
b) Prasarana siapkan pointers apa saja yang perlu didorong oleh DU ke instansi terkait (DCKTRP, DPMPTSP, dll.)
c) Siapkan tenaga ahli yang bisa mendampingi alur perizinan. Kalau memungkinkan tambahan orang dari Jakkon, masukkan ke ruang lingkup pekerjaannya
2. Masterplan:
a) Modifikasi atau lakukan penyesuaian terhadap kelebihan 1% KDB supaya bisa dihindari
b) Usulan pengembangan sisi Barat (DO): Jika pengembangan bisnis terbatas, dapat diusulkan untuk pembangunan Halte Non BRT seperti Polypaint
3. Persiapkan untuk update ke Gubernur jika masterplan dan potensi bisnis/kajian investasi sudah disusun";;Divisi Operasional Bus;Closed;BOD;17-Sep-25;01-Oct-25;244;230;;;;;;;;;;;;;;;
;Evaluasi lokasi bus stop yang dianggap membahayakan untuk berhenti, agar penempatan maupun fungsinya tidak menimbulkan risiko keselamatan bagi pramudi dan penumpang (terutama bus stop di dekat Kantor Pemadam di Jagakarsa dan bus stop di kolong Andara);;Divisi Operasional Bus;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Evaluasi lokasi bus stop yang dianggap membahayakan untuk berhenti, agar penempatan maupun fungsinya tidak menimbulkan risiko keselamatan bagi pramudi dan penumpang (terutama bus stop di dekat Kantor Pemadam di Jagakarsa dan bus stop di kolong Andara);;Divisi Keselamatan dan Keamanan;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Evaluasi lokasi bus stop yang dianggap membahayakan untuk berhenti, agar penempatan maupun fungsinya tidak menimbulkan risiko keselamatan bagi pramudi dan penumpang (terutama bus stop di dekat Kantor Pemadam di Jagakarsa dan bus stop di kolong Andara);;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Kaji untuk penyediaan area istirahat di Terminal Sawangan untuk kenyamanan dan kesehatan pramudi;;Divisi Operasional Bus;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Kaji untuk penyediaan area istirahat di Terminal Sawangan untuk kenyamanan dan kesehatan pramudi;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Perbaiki fasilitas toilet di pangkalan Andara: tidak tersedia penerangan dan pintu dalam keadaan rusak;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Pelaksanaan sidak oleh petugas SPM kerap dilakukan di bus stop yang lokasinya kurang aman untuk berhenti (bus stop Pemadan dan bus stop kolong Andara) sehingga mengakibatkan banyak pramudi terkena Berita Acara (BA). Koordinasikan antara tim SPM dan operator untuk menyelaraskan titik pemeriksaan, sehingga sidak tidak menimbulkan bias atau kerugian bagi pramudi;;Divisi Operasional Bus;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Pelaksanaan sidak oleh petugas SPM kerap dilakukan di bus stop yang lokasinya kurang aman untuk berhenti (bus stop Pemadan dan bus stop kolong Andara) sehingga mengakibatkan banyak pramudi terkena Berita Acara (BA). Koordinasikan antara tim SPM dan operator untuk menyelaraskan titik pemeriksaan, sehingga sidak tidak menimbulkan bias atau kerugian bagi pramudi;;Divisi Pelayanan;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Peninjauan ulang mekanisme penegakan sanksi (BA) agar lebih adil, dengan mempertimbangkan kondisi lapangan yang tidak sepenuhnya dapat dikendalikan pramudi;;Divisi Operasional Bus;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Sosialisasi standar operasional kepada pramudi terkait aturan berhenti yang aman dan sesuai regulasi;;Divisi Operasional Bus;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;Sosialisasi standar operasional kepada pramudi terkait aturan berhenti yang aman dan sesuai regulasi;;Divisi Keselamatan dan Keamanan;Closed;BOC;11-Sep-25;10-Oct-25;250;221;;;;;;;;;;;;;;;
;"Rencana renovasi ruang kerja IT:
a) Pastikan AC, instalasi kabel, sprinkler, dan kelengkapan ruang IT lainnya sudah tercakup dalam lingkup pekerjaan renovasi
b) Pastikan kewajaran harga renovasi per meter persegi serta lakukan negosiasi harga agar tidak pemberosan
c) Alternatif ruang kerja sementara tim IT dapat menggunakan ruang aula lantai 4. Apabila ada kegiatan yang perlu menggunakan ruang tersebut, dapat menyewa tempat di luar dengan opsi menyewa tempat di luar jika ada kebutuhan acara

Target minggu depan (6-10 Oktober 2025) sudah berkontrak dengan konsultan desain penataan kantor";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;01-Oct-25;08-Oct-25;230;223;;;;;;;;;;;;;;;
;"Rencana pembuatan daycare:
a) Jalankan proses tersebut apabila merupakan hal yang mandatory, dengan tetap mempertimbangkan aspek efisiensi serta menjaga keseimbangan dengan kondisi tempat kerja lainnya
b) Pertimbangkan efisiensi dan sensitivitas agar tidak menimbulkan disparitas
c) Referensi desain dapat mengacu ke daycare di RS Carolus dan Daycare Gedung Balaikota Pemprov Blok G (bagus namun sederhana dan efisien)";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;01-Oct-25;08-Oct-25;230;223;;;;;;;;;;;;;;;
;"Pembahasan Dokumen Pertanggungjawaban PLD:
1. Secara perhitungan volume sudah disepakati dengan kontraktor, yang menjadi dispute adalah mengenai harga satuan, tindak lanjutnya adalah segera mempersiapkan RAB dan HPS guna mendukung proses negosiasi harga (Tim Prasarana)
2. Target penyelesaian seluruh proses dan penandatanganan kontrak PLD dengan vendor paling lambat tanggal 10 Oktober";;Satuan Pengawas Internal;Closed;BOD;01-Oct-25;10-Oct-25;230;221;;;;;;;;;;;;;;;
;"Pembahasan Dokumen Pertanggungjawaban PLD:
1. Secara perhitungan volume sudah disepakati dengan kontraktor, yang menjadi dispute adalah mengenai harga satuan, tindak lanjutnya adalah segera mempersiapkan RAB dan HPS guna mendukung proses negosiasi harga (Tim Prasarana)
2. Target penyelesaian seluruh proses dan penandatanganan kontrak PLD dengan vendor paling lambat tanggal 10 Oktober";;Divisi Legal dan Kepatuhan;Closed;BOD;01-Oct-25;10-Oct-25;230;221;;;;;;;;;;;;;;;
;"Pembahasan Dokumen Pertanggungjawaban PLD:
1. Secara perhitungan volume sudah disepakati dengan kontraktor, yang menjadi dispute adalah mengenai harga satuan, tindak lanjutnya adalah segera mempersiapkan RAB dan HPS guna mendukung proses negosiasi harga (Tim Prasarana)
2. Target penyelesaian seluruh proses dan penandatanganan kontrak PLD dengan vendor paling lambat tanggal 10 Oktober";;Divisi Umum dan Pengadaan;Closed;BOD;01-Oct-25;10-Oct-25;230;221;;;;;;;;;;;;;;;
;"Pembahasan Dokumen Pertanggungjawaban PLD:
1. Secara perhitungan volume sudah disepakati dengan kontraktor, yang menjadi dispute adalah mengenai harga satuan, tindak lanjutnya adalah segera mempersiapkan RAB dan HPS guna mendukung proses negosiasi harga (Tim Prasarana)
2. Target penyelesaian seluruh proses dan penandatanganan kontrak PLD dengan vendor paling lambat tanggal 10 Oktober";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;01-Oct-25;10-Oct-25;230;221;;;;;;;;;;;;;;;
;"1. Mengingat untuk perbaikan kondisi toilet dan kamar mandi di Gedung Valley, agar proses perbaikan segera dipercepat hingga tuntas. Apabila Unit Bisnis TJ Academy memerlukan keputusan lintas divisi dalam rangka perbaikan Gedung Valley dan fasilitasnya, diminta untuk berkoordinasi dengan Direktur Keuangan, SDM & Umum termasuk terkait kebutuhan anggaran
2. Dalam kurikulum, perlu dibuat definisi untuk setiap grade/tingkatan pramudi, sehingga pelatihan yang diberikan dapat lebih tepat sasaran
3. Terkait profil Instruktur Pramudi, Fasilitator, dan Faculty Member, sebaiknya ditampilkan capaian prestasi guna membangun kepercayaan dari berbagai pihak. Lebih lanjut, perlu diingat bahwa harus ada perjanjian/kontrak resmi dan formal dengan para Faculty Member Transjakarta Akademi. Untuk itu, segera koordinasikan dengan Divisi SDM
4. Terkait ketersediaan simulator untuk Unit Bisnis TJ Academy:
a) Segera koordinasikan dengan Divisi Sistem Teknologi Informasi untuk disiapkan dalam 3 bulan ke depan
b) Lakukan survey dengan Prasarana untuk menentukan lokasi tempat simulator, dan juga rancangan design tempat simulator
5. Lakukan refocusing pada Unit Bisnis TJ Academy untuk pengembangan ekosistem dan kapasitas, yakni dengan rumuskan strategi agar 11.000 pramudi mitra operator segera masuk ke TJ Akademi dalam 3 bulan ke depan
6. Segera lakukan seleksi 20 orang dari para pramudi terbaik untuk masuk kelas batch 1 dengan goal pengiriman ke luar negeri";;Unit Bisnis TJ Academy;Closed;BOD;01-Oct-25;03-Nov-25;230;197;;;;;;;;;;;;;;;
;"Dalam rangka menjalankan prinsip tata kelola perusahaan yang baik, serta dengan memperhatikan ketentuan bahwa dana CSR tidak boleh dikelola bersamaan dengan dana perusahaan, dan agar pengelolaan dana dapat terpisah serta teraudit, maka disepakati hal-hal sebagai berikut:
1. Untuk sementara, segera mengaktifkan kembali Surat Keputusan Direksi tentang Pengelolaan Dana CSR beserta susunan pengurus CSR, yang berlaku hingga Yayasan resmi terbentuk
2. Secara paralel, segera jalankan proses pembentukan Yayasan secara formal agar pengelolaan dana CSR dapat lebih transparan
3. Ditetapkan target penyelesaian pembentukan Yayasan CSR pada akhir Desember 2025 untuk diagendakan dalam RUPS
4. Perlu diperhatikan agar pembentukan yayasan tidak malah menambah beban/fixed cost
5. Persiapkan mitigasi risiko terhadap potensi kendala dalam operasional Yayasan di masa mendatang
6. Lakukan benchmarking ke Yayasan serupa untuk memperoleh gambaran dan mempelajari tata cara pengelolaannya, misalnya ke Yayasan Dharma Bakti Astra (YDBA)";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;01-Oct-25;03-Nov-25;230;197;;;;;;;;;;;;;;;
;"Dalam rangka menjalankan prinsip tata kelola perusahaan yang baik, serta dengan memperhatikan ketentuan bahwa dana CSR tidak boleh dikelola bersamaan dengan dana perusahaan, dan agar pengelolaan dana dapat terpisah serta teraudit, maka disepakati hal-hal sebagai berikut:
1. Untuk sementara, segera mengaktifkan kembali Surat Keputusan Direksi tentang Pengelolaan Dana CSR beserta susunan pengurus CSR, yang berlaku hingga Yayasan resmi terbentuk
2. Secara paralel, segera jalankan proses pembentukan Yayasan secara formal agar pengelolaan dana CSR dapat lebih transparan
3. Ditetapkan target penyelesaian pembentukan Yayasan CSR pada akhir Desember 2025 untuk diagendakan dalam RUPS
4. Perlu diperhatikan agar pembentukan yayasan tidak malah menambah beban/fixed cost
5. Persiapkan mitigasi risiko terhadap potensi kendala dalam operasional Yayasan di masa mendatang
6. Lakukan benchmarking ke Yayasan serupa untuk memperoleh gambaran dan mempelajari tata cara pengelolaannya, misalnya ke Yayasan Dharma Bakti Astra (YDBA)";;Divisi Legal dan Kepatuhan;Closed;BOD;01-Oct-25;03-Nov-25;230;197;;;;;;;;;;;;;;;
;"Halte terdampak Unras:
1. Kalkulasi kembali terhadap paparan yang sudah ditampilkan
2. Evaluasi perlakuan/hubungan dengan vendor dengan lebih baik
3. Semua anggota diminta untuk memperbaiki cara kerja yang efektif dan sistematis
4. Target ditandatangani hari Jumat 10 Oktober 2025";;Divisi Umum dan Pengadaan;Closed;BOD;10-Oct-25;10-Oct-25;221;221;;;;;;;;;;;;;;;
;"Halte terdampak Unras:
1. Kalkulasi kembali terhadap paparan yang sudah ditampilkan
2. Evaluasi perlakuan/hubungan dengan vendor dengan lebih baik
3. Semua anggota diminta untuk memperbaiki cara kerja yang efektif dan sistematis
4. Target ditandatangani hari Jumat 10 Oktober 2025";;Satuan Pengawas Internal;Closed;BOD;10-Oct-25;10-Oct-25;221;221;;;;;;;;;;;;;;;
